ligand_id,source_file,casf_explicit_isomeric_smiles,casf_explicit_nonisomeric_smiles,casf_heavy_isomeric_smiles,casf_heavy_nonisomeric_smiles,chembl3d_group,chembl3d_mol_id,chembl3d_isomeric_smiles,conformer_count
4f9w_4f9w_conf0,4f9w_4f9w_conf0.mol2,[H]c1nc([H])c([H])c(-c2c(-c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])nnc(N(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H],[H]c1nc([H])c([H])c(-c2c(-c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])nnc(N(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H],CN(C)c1cc(-c2ccncc2)c(-c2ccc3ccccc3c2)nn1,CN(C)c1cc(-c2ccncc2)c(-c2ccc3ccccc3c2)nn1,043,CHEMBL4648060_0,CN(C)c1cc(-c2ccncc2)c(-c2ccc3ccccc3c2)nn1,4
4hge_4hge_conf0,4hge_4hge_conf0.mol2,[H]c1nc2c(C(=O)N([H])c3c([H])c(C([H])([H])[H])nn3-c3c([H])c([H])c([H])c(Cl)c3[H])c([H])nn2c([H])c1[H],[H]c1nc2c(C(=O)N([H])c3c([H])c(C([H])([H])[H])nn3-c3c([H])c([H])c([H])c(Cl)c3[H])c([H])nn2c([H])c1[H],Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cccc(Cl)c2)n1,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cccc(Cl)c2)n1,038,CHEMBL2178806_0,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cccc(Cl)c2)n1,36
4j21_4j21_conf0,4j21_4j21_conf0.mol2,[H]c1c([H])c(N([H])[H])c([H])c(Cl)c1-c1c([H])c([H])c2c(C([H])([H])[H])c([H])c(=O)n([H])c2c1[H],[H]c1c([H])c(N([H])[H])c([H])c(Cl)c1-c1c([H])c([H])c2c(C([H])([H])[H])c([H])c(=O)n([H])c2c1[H],Cc1cc(=O)[nH]c2cc(-c3ccc(N)cc3Cl)ccc12,Cc1cc(=O)[nH]c2cc(-c3ccc(N)cc3Cl)ccc12,033,CHEMBL2381636_0,Cc1cc(=O)[nH]c2cc(-c3ccc(N)cc3Cl)ccc12,3
4j3l_4j3l_conf0,4j3l_4j3l_conf0.mol2,[H]c1c([H])c(-c2c([H])c([H])c3c(C([H])([H])[H])c([H])c(=O)n([H])c3c2[H])c(Cl)c([H])c1C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H],[H]c1c([H])c(-c2c([H])c([H])c3c(C([H])([H])[H])c([H])c(=O)n([H])c3c2[H])c(Cl)c([H])c1C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H],COCCNC(=O)c1ccc(-c2ccc3c(C)cc(=O)[nH]c3c2)c(Cl)c1,COCCNC(=O)c1ccc(-c2ccc3c(C)cc(=O)[nH]c3c2)c(Cl)c1,045,CHEMBL2381639_0,COCCNC(=O)c1ccc(-c2ccc3c(C)cc(=O)[nH]c3c2)c(Cl)c1,114
4jsz_4jsz_conf0,4jsz_4jsz_conf0.mol2,[H]c1c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c1[H],NS(=O)(=O)c1ccccc1,NS(=O)(=O)c1ccccc1,017,CHEMBL27601_0,NS(=O)(=O)c1ccccc1,2
4jxs_4jxs_conf0,4jxs_4jxs_conf0.mol2,[H]c1sc(C(=O)[O-])c(S(=O)(=O)N([H])C([H])([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])c1[H],[H]c1sc(C(=O)[O-])c(S(=O)(=O)N([H])C([H])([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])c1[H],O=C([O-])c1ccc(CNS(=O)(=O)c2ccsc2C(=O)[O-])cc1,O=C([O-])c1ccc(CNS(=O)(=O)c2ccsc2C(=O)[O-])cc1,031,CHEMBL3287788_0,O=C([O-])c1ccc(CNS(=O)(=O)c2ccsc2C(=O)[O-])cc1,32
4k18_4k18_conf0,4k18_4k18_conf0.mol2,[H]Oc1c([H])c(C([H])([H])c2c([H])c([H])c(C#N)c([H])c2[H])nc2c(C(=O)N([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])nn12,[H]Oc1c([H])c(C([H])([H])c2c([H])c([H])c(C#N)c([H])c2[H])nc2c(C(=O)N([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])nn12,N#Cc1ccc(Cc2cc(O)n3ncc(C(=O)Nc4ccc(F)cc4)c3n2)cc1,N#Cc1ccc(Cc2cc(O)n3ncc(C(=O)Nc4ccc(F)cc4)c3n2)cc1,043,CHEMBL2387467_0,N#Cc1ccc(Cc2cc(O)n3ncc(C(=O)Nc4ccc(F)cc4)c3n2)cc1,109
4k77_4k77_conf0,4k77_4k77_conf0.mol2,[H]c1nc(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c([H])c([H])n([H])c(=O)c2n1,[H]c1nc(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c([H])c([H])n([H])c(=O)c2n1,O=c1[nH]ccc2c(NC3CCCCC3)ncnc12,O=c1[nH]ccc2c(NC3CCCCC3)ncnc12,034,CHEMBL2434989_0,O=c1[nH]ccc2c(NC3CCCCC3)ncnc12,5
4kzq_4kzq_conf0,4kzq_4kzq_conf0.mol2,[H]Oc1c([H])c([H])c(-c2oc3c([H])c([H])c([H])c([H])c3c(=O)c2[H])c([H])c1[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c([H])c([H])c([H])c3c(=O)c2[H])c([H])c1[H],O=c1cc(-c2ccc(O)cc2)oc2ccccc12,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,028,CHEMBL327209_0,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,6
4kzu_4kzu_conf0,4kzu_4kzu_conf0.mol2,[H]c1c([H])c(-c2oc3c([H])c([H])c([H])c([H])c3c(=O)c2[H])c([H])c([H])c1Br,[H]c1c([H])c(-c2oc3c([H])c([H])c([H])c([H])c3c(=O)c2[H])c([H])c([H])c1Br,O=c1cc(-c2ccc(Br)cc2)oc2ccccc12,O=c1cc(-c2ccc(Br)cc2)oc2ccccc12,027,CHEMBL294099_0,O=c1cc(-c2ccc(Br)cc2)oc2ccccc12,3
4llx_4llx_conf0,4llx_4llx_conf0.mol2,[H]c1c(C([H])([H])[H])nc(N([H])[H])nc1C([H])([H])[H],[H]c1c(C([H])([H])[H])nc(N([H])[H])nc1C([H])([H])[H],Cc1cc(C)nc(N)n1,Cc1cc(C)nc(N)n1,018,CHEMBL4546836_0,Cc1cc(C)nc(N)n1,1
4lzs_4lzs_conf0,4lzs_4lzs_conf0.mol2,[H]N(C(=O)c1c(C([H])([H])C([H])([H])[H])c(C(=O)C([H])([H])[H])c(C([H])([H])[H])n1[H])C([H])([H])[H],[H]N(C(=O)c1c(C([H])([H])C([H])([H])[H])c(C(=O)C([H])([H])[H])c(C([H])([H])[H])n1[H])C([H])([H])[H],CCc1c(C(=O)NC)[nH]c(C)c1C(C)=O,CCc1c(C(=O)NC)[nH]c(C)c1C(C)=O,031,CHEMBL3785648_0,CCc1c(C(=O)NC)[nH]c(C)c1C(C)=O,12
4mgd_4mgd_conf0,4mgd_4mgd_conf0.mol2,[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c(O[H])c([H])c2[H])C(Cl)(Cl)Cl)c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c(O[H])c([H])c2[H])C(Cl)(Cl)Cl)c([H])c1[H],Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,030,CHEMBL196585_0,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,24
4ogj_4ogj_conf0,4ogj_4ogj_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c(OC([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])nc(N([H])c2c([H])c([H])c([H])c(S(=O)(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])c1C([H])([H])[H],[H]c1nc(N([H])c2c([H])c([H])c(OC([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])nc(N([H])c2c([H])c([H])c([H])c(S(=O)(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])c1C([H])([H])[H],Cc1cnc(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,Cc1cnc(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,074,CHEMBL1287853_0,Cc1cnc(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,54
5c28_5c28_conf0,5c28_5c28_conf0.mol2,[H]N([H])c1nc(C2([H])C([H])([H])C2([H])[H])nc(Cl)c1C([H])([H])[H],[H]N([H])c1nc(C2([H])C([H])([H])C2([H])[H])nc(Cl)c1C([H])([H])[H],Cc1c(N)nc(C2CC2)nc1Cl,Cc1c(N)nc(C2CC2)nc1Cl,022,CHEMBL3622906_0,Cc1c(N)nc(C2CC2)nc1Cl,2
5c2h_5c2h_conf0,5c2h_5c2h_conf0.mol2,[H]c1c([H])c([H])c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])Oc3nc(Cl)c(C([H])([H])[H])c(N([H])C([H])([H])c4sc(C([H])([H])[H])nc4C([H])([H])[H])n3)nc2c1[H],[H]c1c([H])c([H])c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])Oc3nc(Cl)c(C([H])([H])[H])c(N([H])C([H])([H])c4sc(C([H])([H])[H])nc4C([H])([H])[H])n3)nc2c1[H],Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,055,CHEMBL3622898_0,Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,85
