ligand_id,source_file,casf_explicit_isomeric_smiles,casf_explicit_nonisomeric_smiles,casf_heavy_isomeric_smiles,casf_heavy_nonisomeric_smiles,chembl3d_group,chembl3d_mol_id,chembl3d_isomeric_smiles,conformer_count
4aji_4aji_conf0,4aji_4aji_conf0.mol2,[H]c1c([H])c(C([H])([H])C([H])(C(=O)[O-])C(=O)[O-])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H],[H]c1c([H])c(C([H])([H])C([H])(C(=O)[O-])C(=O)[O-])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H],COc1ccc(CC(C(=O)[O-])C(=O)[O-])cc1OC,COc1ccc(CC(C(=O)[O-])C(=O)[O-])cc1OC,030,CHEMBL2059003_0,COc1ccc(CC(C(=O)[O-])C(=O)[O-])cc1OC,51
4ajl_4ajl_conf0,4ajl_4ajl_conf0.mol2,[H]c1c(N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c2sc(C([H])([H])[H])nc2c1[H],[H]c1c(N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c2sc(C([H])([H])[H])nc2c1[H],CCNC(=O)NCCC(=O)Nc1ccc2nc(C)sc2c1,CCNC(=O)NCCC(=O)Nc1ccc2nc(C)sc2c1,039,CHEMBL2059006_0,CCNC(=O)NCCC(=O)Nc1ccc2nc(C)sc2c1,141
4aoi_4aoi_conf0,4aoi_4aoi_conf0.mol2,[H]c1nc2nnc(C([H])([H])c3c([H])n([H])c4nc([H])c([H])c([H])c34)n2nc1-c1c([H])c([H])c(C#N)c([H])c1[H],[H]c1nc2nnc(C([H])([H])c3c([H])n([H])c4nc([H])c([H])c([H])c34)n2nc1-c1c([H])c([H])c(C#N)c([H])c1[H],N#Cc1ccc(-c2cnc3nnc(Cc4c[nH]c5ncccc45)n3n2)cc1,N#Cc1ccc(-c2cnc3nnc(Cc4c[nH]c5ncccc45)n3n2)cc1,039,CHEMBL2170968_0,N#Cc1ccc(-c2cnc3nnc(Cc4c[nH]c5ncccc45)n3n2)cc1,71
4ap7_4ap7_conf0,4ap7_4ap7_conf0.mol2,[H]Oc1c([H])c([H])c(C([H])([H])c2nnc3nc([H])c(-c4c([H])c([H])c(F)c([H])c4[H])nn23)c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])([H])c2nnc3nc([H])c(-c4c([H])c([H])c(F)c([H])c4[H])nn23)c([H])c1[H],Oc1ccc(Cc2nnc3ncc(-c4ccc(F)cc4)nn23)cc1,Oc1ccc(Cc2nnc3ncc(-c4ccc(F)cc4)nn23)cc1,036,CHEMBL2170957_0,Oc1ccc(Cc2nnc3ncc(-c4ccc(F)cc4)nn23)cc1,36
4aq4_4aq4_conf0,4aq4_4aq4_conf0.mol2,[H]OC([H])([H])[C@@]([H])(O[H])C([H])([H])OP(=O)([O-])[O-],[H]OC([H])([H])C([H])(O[H])C([H])([H])OP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO,O=P([O-])([O-])OCC(O)CO,017,CHEMBL358320_0,O=P([O-])([O-])OC[C@H](O)CO,46
4ara_4ara_conf0,4ara_4ara_conf0.mol2,[H]c1c(OC([H])([H])[H])c(C(=O)N([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[N@+]2([H])C([H])([H])C([H])([H])[H])c([H])c([N+](=O)[O-])c1N(C([H])([H])[H])C([H])([H])[H],[H]c1c(OC([H])([H])[H])c(C(=O)N([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])[H])c([H])c([N+](=O)[O-])c1N(C([H])([H])[H])C([H])([H])[H],CC[N@H+]1CCC[C@@H]1CNC(=O)c1cc([N+](=O)[O-])c(N(C)C)cc1OC,CC[NH+]1CCCC1CNC(=O)c1cc([N+](=O)[O-])c(N(C)C)cc1OC,052,CHEMBL1895339_0,CC[N@H+]1CCC[C@@H]1CNC(=O)c1cc([N+](=O)[O-])c(N(C)C)cc1OC,114
4asd_4asd_conf0,4asd_4asd_conf0.mol2,[H]c1nc(C(=O)N([H])C([H])([H])[H])c([H])c(Oc2c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c([H])c(Cl)c(C(F)(F)F)c3[H])c([H])c2[H])c1[H],[H]c1nc(C(=O)N([H])C([H])([H])[H])c([H])c(Oc2c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c([H])c(Cl)c(C(F)(F)F)c3[H])c([H])c2[H])c1[H],CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,048,CHEMBL1336_0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,194
4b32_4b32_conf0,4b32_4b32_conf0.mol2,[H]Oc1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],[H]Oc1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1,019,CHEMBL14126_0,Oc1ccc2ccccc2c1,2
4b33_4b33_conf0,4b33_4b33_conf0.mol2,[H]Oc1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,[H]Oc1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,Oc1cccc2ccccc12,Oc1cccc2ccccc12,019,CHEMBL122617_0,Oc1cccc2ccccc12,2
4b3c_4b3c_conf0,4b3c_4b3c_conf0.mol2,[H]Oc1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H],[H]Oc1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H],Oc1ccc2[nH]ccc2c1,Oc1ccc2[nH]ccc2c1,017,CHEMBL404923_0,Oc1ccc2[nH]ccc2c1,2
4b3d_4b3d_conf0,4b3d_4b3d_conf0.mol2,[H]c1c(C([H])([H])[H])c([H])c2c([H])c([H])n([H])c2c1[H],[H]c1c(C([H])([H])[H])c([H])c2c([H])c([H])n([H])c2c1[H],Cc1ccc2[nH]ccc2c1,Cc1ccc2[nH]ccc2c1,019,CHEMBL112462_0,Cc1ccc2[nH]ccc2c1,1
4b76_4b76_conf0,4b76_4b76_conf0.mol2,[H]c1c([H])c([H])c(Oc2c(F)c([H])c([H])c(C([H])([H])[N+]([H])([H])[H])c2F)c([H])c1[H],[H]c1c([H])c([H])c(Oc2c(F)c([H])c([H])c(C([H])([H])[N+]([H])([H])[H])c2F)c([H])c1[H],[NH3+]Cc1ccc(F)c(Oc2ccccc2)c1F,[NH3+]Cc1ccc(F)c(Oc2ccccc2)c1F,029,CHEMBL4061550_0,[NH3+]Cc1ccc(F)c(Oc2ccccc2)c1F,9
4bck_4bck_conf0,4bck_4bck_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c([H])c(S(=O)(=O)N([H])[H])c2[H])nc(-c2sc(N([H])C([H])([H])[H])nc2C([H])([H])[H])c1C#N,[H]c1nc(N([H])c2c([H])c([H])c([H])c(S(=O)(=O)N([H])[H])c2[H])nc(-c2sc(N([H])C([H])([H])[H])nc2C([H])([H])[H])c1C#N,CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2C#N)s1,CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2C#N)s1,042,CHEMBL2312183_0,CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2C#N)s1,56
4bcm_4bcm_conf0,4bcm_4bcm_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c(C([H])([H])[H])c(S(=O)(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c2[H])nc(-c2sc(N([H])C([H])([H])[H])nc2C([H])([H])[H])c1C#N,[H]c1nc(N([H])c2c([H])c([H])c(C([H])([H])[H])c(S(=O)(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c2[H])nc(-c2sc(N([H])C([H])([H])[H])nc2C([H])([H])[H])c1C#N,CNc1nc(C)c(-c2nc(Nc3ccc(C)c(S(=O)(=O)N4CCOCC4)c3)ncc2C#N)s1,CNc1nc(C)c(-c2nc(Nc3ccc(C)c(S(=O)(=O)N4CCOCC4)c3)ncc2C#N)s1,056,CHEMBL2312189_0,CNc1nc(C)c(-c2nc(Nc3ccc(C)c(S(=O)(=O)N4CCOCC4)c3)ncc2C#N)s1,81
4bco_4bco_conf0,4bco_4bco_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c([H])c(N3C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2[H])nc(-c2sc(N([H])C([H])([H])[H])nc2C([H])([H])[H])c1C#N,[H]c1nc(N([H])c2c([H])c([H])c([H])c(N3C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2[H])nc(-c2sc(N([H])C([H])([H])[H])nc2C([H])([H])[H])c1C#N,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,059,CHEMBL2348651_0,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,101
4bf1_4bf1_conf0,4bf1_4bf1_conf0.mol2,[H]c1c(-c2nnn(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])sc(S(=O)(=O)N([H])[H])c1[H],[H]c1c(-c2nnn(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])sc(S(=O)(=O)N([H])[H])c1[H],NS(=O)(=O)c1ccc(-c2cn(-c3cccc4ccccc34)nn2)s1,NS(=O)(=O)c1ccc(-c2cn(-c3cccc4ccccc34)nn2)s1,036,CHEMBL2414068_0,NS(=O)(=O)c1ccc(-c2cn(-c3cccc4ccccc34)nn2)s1,24
4bf6_4bf6_conf0,4bf6_4bf6_conf0.mol2,[H]c1c(-c2nnn(-c3c([H])c([H])c([H])c(C#N)c3[H])c2[H])sc(S(=O)(=O)N([H])[H])c1[H],[H]c1c(-c2nnn(-c3c([H])c([H])c([H])c(C#N)c3[H])c2[H])sc(S(=O)(=O)N([H])[H])c1[H],N#Cc1cccc(-n2cc(-c3ccc(S(N)(=O)=O)s3)nn2)c1,N#Cc1cccc(-n2cc(-c3ccc(S(N)(=O)=O)s3)nn2)c1,031,CHEMBL2414070_0,N#Cc1cccc(-n2cc(-c3ccc(S(N)(=O)=O)s3)nn2)c1,45
4bps_4bps_conf0,4bps_4bps_conf0.mol2,[H]c1c([H])c(C(=O)[O-])c([H])c(C([H])([H])C([H])([H])C(=O)[O-])c1[H],[H]c1c([H])c(C(=O)[O-])c([H])c(C([H])([H])C([H])([H])C(=O)[O-])c1[H],O=C([O-])CCc1cccc(C(=O)[O-])c1,O=C([O-])CCc1cccc(C(=O)[O-])c1,022,CHEMBL2337714_0,O=C([O-])CCc1cccc(C(=O)[O-])c1,11
4bqg_4bqg_conf0,4bqg_4bqg_conf0.mol2,[H]Oc1c([H])c(O[H])c([H])c(Oc2c([H])c([H])c(Cl)c(Cl)c2[H])c1[H],[H]Oc1c([H])c(O[H])c([H])c(Oc2c([H])c([H])c(Cl)c(Cl)c2[H])c1[H],Oc1cc(O)cc(Oc2ccc(Cl)c(Cl)c2)c1,Oc1cc(O)cc(Oc2ccc(Cl)c(Cl)c2)c1,025,CHEMBL2443027_0,Oc1cc(O)cc(Oc2ccc(Cl)c(Cl)c2)c1,27
4btk_4btk_conf0,4btk_4btk_conf0.mol2,[H]Oc1c([H])c([H])c([H])c(N([H])c2nc([H])nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c23)c1[H],[H]Oc1c([H])c([H])c([H])c(N([H])c2nc([H])nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c23)c1[H],COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,037,CHEMBL127907_0,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,200
4cfl_4cfl_conf0,4cfl_4cfl_conf0.mol2,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c3c(=O)c([H])c(N4C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C4([H])[H])oc23)c([H])c1[H],[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c3c(=O)c([H])c(N4C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C4([H])[H])oc23)c([H])c1[H],O=c1cc(N2CC[NH2+]CC2)oc2c(-c3ccccc3)cccc12,O=c1cc(N2CC[NH2+]CC2)oc2c(-c3ccccc3)cccc12,042,CHEMBL1363184_0,O=c1cc(N2CC[NH2+]CC2)oc2c(-c3ccccc3)cccc12,6
4d7b_4d7b_conf0,4d7b_4d7b_conf0.mol2,[H]Oc1c([H])c(C(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([N+](=O)[O-])c1O[H],[H]Oc1c([H])c(C(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([N+](=O)[O-])c1O[H],Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,031,CHEMBL1324_1,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,192
4der_4der_conf0,4der_4der_conf0.mol2,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2[H])c([H])c1[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2[H])c([H])c1[H],O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,030,CHEMBL28_1,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,12
4det_4det_conf0,4det_4det_conf0.mol2,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2O[H])c([H])c1[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2O[H])c([H])c1[H],O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,031,CHEMBL150_1,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,12
4dff_4dff_conf0,4dff_4dff_conf0.mol2,[H]c1nc([H])c(-c2nc([H])n3c2-c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2C([H])([H])C3([H])[H])s1,[H]c1nc([H])c(-c2nc([H])n3c2-c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2C([H])([H])C3([H])[H])s1,COc1cc2c(cc1OC)-c1c(-c3cncs3)ncn1CC2,COc1cc2c(cc1OC)-c1c(-c3cncs3)ncn1CC2,037,CHEMBL2017087_0,COc1cc2c(cc1OC)-c1c(-c3cncs3)ncn1CC2,13
4dhl_4dhl_conf0,4dhl_4dhl_conf0.mol2,[H]c1sc(-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])nc1C(=O)[O-],[H]c1sc(-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])nc1C(=O)[O-],Cc1ccc(-c2nc(C(=O)[O-])cs2)cc1,Cc1ccc(-c2nc(C(=O)[O-])cs2)cc1,023,CHEMBL1405779_0,Cc1ccc(-c2nc(C(=O)[O-])cs2)cc1,2
4dkr_4dkr_conf0,4dkr_4dkr_conf0.mol2,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])[C@@]([H])(N([H])C(N([H])[H])=[N+]([H])[H])[C@]2([H])N([H])C(=O)C(=O)N([H])c1c([H])c([H])c(Cl)c(F)c1[H],[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])(N([H])C(N([H])[H])=[N+]([H])[H])C2([H])N([H])C(=O)C(=O)N([H])c1c([H])c([H])c(Cl)c(F)c1[H],NC(=[NH2+])N[C@@H]1Cc2ccccc2[C@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,NC(=[NH2+])NC1Cc2ccccc2C1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,045,CHEMBL2171086_0,NC(=[NH2+])N[C@@H]1Cc2ccccc2[C@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,38
4dst_4dst_conf0,4dst_4dst_conf0.mol2,[H]c1c(Cl)c([H])c2c(c1Cl)c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c(C([H])([H])[H])n2[H],[H]c1c(Cl)c([H])c2c(c1Cl)c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c(C([H])([H])[H])n2[H],Cc1[nH]c2cc(Cl)cc(Cl)c2c1CC[NH3+],Cc1[nH]c2cc(Cl)cc(Cl)c2c1CC[NH3+],028,CHEMBL2396992_0,Cc1[nH]c2cc(Cl)cc(Cl)c2c1CC[NH3+],4
4dsy_4dsy_conf0,4dsy_4dsy_conf0.mol2,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1C(=O)[O-],[H]c1nc([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1C(=O)[O-],O=C([O-])c1cncc(-c2ccccc2)c1,O=C([O-])c1cncc(-c2ccccc2)c1,023,CHEMBL3617324_0,O=C([O-])c1cncc(-c2ccccc2)c1,1
4duh_4duh_conf0,4duh_4duh_conf0.mol2,[H]c1sc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc1-c1sc(N([H])C(=O)C([H])([H])C([H])([H])[H])nc1C([H])([H])[H],[H]c1sc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc1-c1sc(N([H])C(=O)C([H])([H])C([H])([H])[H])nc1C([H])([H])[H],CCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(C(=O)[O-])cc3)n2)s1,CCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(C(=O)[O-])cc3)n2)s1,041,CHEMBL1360596_0,CCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(C(=O)[O-])cc3)n2)s1,110
4e0x_4e0x_conf0,4e0x_4e0x_conf0.mol2,[H]C([H])=C(C([H])([H])[H])[C@@]1([H])C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])[C@@]1([H])C([H])([H])C(=O)[O-],[H]C([H])=C(C([H])([H])[H])C1([H])C([H])(C([H])([H])C(=O)[O-])C([H])(C(=O)[O-])[N+]([H])([H])C1([H])[H],C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-],C=C(C)C1C[NH2+]C(C(=O)[O-])C1CC(=O)[O-],029,CHEMBL27527_0,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-],23
4e3g_4e3g_conf0,4e3g_4e3g_conf0.mol2,[H]Oc1c([H])c([H])c(C(=O)[O-])c([H])c1[H],[H]Oc1c([H])c([H])c(C(=O)[O-])c([H])c1[H],O=C([O-])c1ccc(O)cc1,O=C([O-])c1ccc(O)cc1,015,CHEMBL441343_0,O=C([O-])c1ccc(O)cc1,1
4e4l_4e4l_conf0,4e4l_4e4l_conf0.mol2,[H]c1nc2c(c([H])c([H])n2[H])c2c1nc([H])n2C1(C([H])([H])[H])C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C1([H])[H],[H]c1nc2c(c([H])c([H])n2[H])c2c1nc([H])n2C1(C([H])([H])[H])C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C1([H])[H],CC1(n2cnc3cnc4[nH]ccc4c32)CCN(S(C)(=O)=O)CC1,CC1(n2cnc3cnc4[nH]ccc4c32)CCN(S(C)(=O)=O)CC1,042,CHEMBL2152409_0,CC1(n2cnc3cnc4[nH]ccc4c32)CCN(S(C)(=O)=O)CC1,9
4e70_4e70_conf0,4e70_4e70_conf0.mol2,[H]Oc1c([H])c([H])c(/C([H])=C(\[H])C([H])([H])O[H])c([H])c1OC([H])([H])[H],[H]Oc1c([H])c([H])c(C([H])=C([H])C([H])([H])O[H])c([H])c1OC([H])([H])[H],COc1cc(/C=C/CO)ccc1O,COc1cc(C=CCO)ccc1O,025,CHEMBL501870_0,COc1cc(/C=C/CO)ccc1O,198
4e9u_4e9u_conf0,4e9u_4e9u_conf0.mol2,[H]c1c([H])c([H])c(Oc2c([H])c([H])c(OC([H])([H])C([H])([H])SC#N)c([H])c2[H])c([H])c1[H],[H]c1c([H])c([H])c(Oc2c([H])c([H])c(OC([H])([H])C([H])([H])SC#N)c([H])c2[H])c([H])c1[H],N#CSCCOc1ccc(Oc2ccccc2)cc1,N#CSCCOc1ccc(Oc2ccccc2)cc1,032,CHEMBL39581_0,N#CSCCOc1ccc(Oc2ccccc2)cc1,200
4ehz_4ehz_conf0,4ehz_4ehz_conf0.mol2,[H]c1nc2c(c([H])c([H])n2[H])c2c1nc(C([H])([H])[H])n2C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],[H]c1nc2c(c([H])c([H])n2[H])c2c1nc(C([H])([H])[H])n2C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],Cc1nc2cnc3[nH]ccc3c2n1C1CC[NH2+]CC1,Cc1nc2cnc3[nH]ccc3c2n1C1CC[NH2+]CC1,037,CHEMBL2159141_0,Cc1nc2cnc3[nH]ccc3c2n1C1CC[NH2+]CC1,2
4ej8_4ej8_conf0,4ej8_4ej8_conf0.mol2,[H]c1c(C(=O)[O-])c([H])c2c(c1[H])c([H])c([H])n2[H],[H]c1c(C(=O)[O-])c([H])c2c(c1[H])c([H])c([H])n2[H],O=C([O-])c1ccc2cc[nH]c2c1,O=C([O-])c1ccc2cc[nH]c2c1,018,CHEMBL1229732_0,O=C([O-])c1ccc2cc[nH]c2c1,1
4ejl_4ejl_conf0,4ejl_4ejl_conf0.mol2,[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])C([H])([H])C(=O)[O-])c([H])n2[H],[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])C([H])([H])C(=O)[O-])c([H])n2[H],O=C([O-])CCc1c[nH]c2ccccc12,O=C([O-])CCc1c[nH]c2ccccc12,024,CHEMBL207225_0,O=C([O-])CCc1c[nH]c2ccccc12,31
4en4_4en4_conf0,4en4_4en4_conf0.mol2,[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])OC([H])([H])[H],[H]Oc1c(C([H])([H])[H])nc([H])c(C([H])([H])O[H])c1C([H])([H])OC([H])([H])[H],COCc1c(CO)cnc(C)c1O,COCc1c(CO)cnc(C)c1O,026,CHEMBL1076875_0,COCc1c(CO)cnc(C)c1O,63
4f39_4f39_conf0,4f39_4f39_conf0.mol2,[H]C([H])=C(C([H])([H])[H])[C@@]1([H])C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])[C@@]1([H])C([H])([H])C(=O)[O-],[H]C([H])=C(C([H])([H])[H])C1([H])C([H])(C([H])([H])C(=O)[O-])C([H])(C(=O)[O-])[N+]([H])([H])C1([H])[H],C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-],C=C(C)C1C[NH2+]C(C(=O)[O-])C1CC(=O)[O-],029,CHEMBL27527_0,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-],23
4f6w_4f6w_conf0,4f6w_4f6w_conf0.mol2,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1-n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1N([H])C(=O)N([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C(=O)N([H])c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C1([H])[H],[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1-n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1N([H])C(=O)N([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C(=O)N([H])c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C1([H])[H],Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCC[NH+]2CCN(C(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)CC2)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCC[NH+]2CCN(C(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)CC2)cc1,097,CHEMBL3401551_0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCC[NH+]2CCN(C(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)CC2)cc1,168
4f9y_4f9y_conf0,4f9y_4f9y_conf0.mol2,[H]c1nc([H])c([H])c(-c2c(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)nnc(N(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H],[H]c1nc([H])c([H])c(-c2c(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)nnc(N(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H],CN(C)c1cc(-c2ccncc2)c(-c2cccc3ccccc23)nn1,CN(C)c1cc(-c2ccncc2)c(-c2cccc3ccccc23)nn1,043,CHEMBL4646628_0,CN(C)c1cc(-c2ccncc2)c(-c2cccc3ccccc23)nn1,4
4fai_4fai_conf0,4fai_4fai_conf0.mol2,[H]c1nc([H])n(C([H])([H])C([H])([H])C([H])([H])N([H])C(=S)N([H])c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c1[H],[H]c1nc([H])n(C([H])([H])C([H])([H])C([H])([H])N([H])C(=S)N([H])c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c1[H],COc1ccc(NC(=S)NCCCn2ccnc2)cc1OC,COc1ccc(NC(=S)NCCCn2ccnc2)cc1OC,042,CHEMBL201747_0,COc1ccc(NC(=S)NCCCn2ccnc2)cc1OC,200
4fcq_4fcq_conf0,4fcq_4fcq_conf0.mol2,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1-c1nc(SC([H])([H])[H])nc2c1c(C#N)c([H])n2[H],[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1-c1nc(SC([H])([H])[H])nc2c1c(C#N)c([H])n2[H],CSc1nc(-c2ccc(C)cc2C)c2c(C#N)c[nH]c2n1,CSc1nc(-c2ccc(C)cc2C)c2c(C#N)c[nH]c2n1,035,CHEMBL2158581_0,CSc1nc(-c2ccc(C)cc2C)c2c(C#N)c[nH]c2n1,10
